ID_Prestamo,ID_Cliente,Nombre_Cliente,Apellido_Cliente,Lugar_Trabajo,Ciudad,Region,Latitud,Longitud,Monto_Prestamo,Tasa_Interes_Anual,Garantia,Valor_Garantia,Fecha_Inicio,Fecha_Termino,Monto_Pagado,Saldo_Pendiente,Estado_Pago,Tiempo en Meses del prest,Tiempo_del_Prestamo,Tiene_Atrasos,Estado
298,141,Ricardo,Mendoza,Empresa P,Monte Cristi,Noroeste,19.8676,-71.6505,11069.5,5.15,Bienes Raíces,30000,2/22/2022,6/22/2024,11639.58,0,Pagado,28,"2 años, 4 meses, 13 días",No,Normal (OK)
299,199,Roberto,Hernández,Empresa K,Baní,Sur,18.2866,-70.3313,12817.15,14,Oro,100000,4/4/2023,9/4/2024,14611.55,0,Pagado,14,"1 año, 2 meses, 27 días",No,Normal (OK)
300,55,Valentina,Pérez,Empresa D,Salvaleón de Higüey,Este,18.615,-68.7076,19241.8,11.84,Propiedad,250000,7/29/2020,12/29/2022,21520.03,0,Pagado,47,"4 años, 11 meses, 16 días",No,Normal (OK)
301,137,Andrés,Flores,Empresa C,Bonao,Cibao Norte,18.9427,-70.4094,42796.77,14,Mascotas,3000,2/16/2021,3/16/2023,7615.04,35181.73,Atrasado,40,"3 años, 4 meses, 24 días",Sí,En Legal
302,5,Gabriela,Ramírez,Empresa A,Barahona,Sur,18.2085,-71.1001,10549.67,11.84,Maquinaria,180000,2/26/2020,4/26/2021,11798.75,0,Pagado,52,"4 años, 4 meses, 20 días",No,Normal (OK)
303,79,Alejandra,Mendoza,Empresa X,Higuey,Este,18.615,-68.7076,27864.95,9.73,Muebles,90000,5/30/2022,10/30/2023,30576.21,0,Pagado,25,"2 años, 1 mes, 6 días",No,Normal (OK)
304,52,María,Cruz,Empresa T,Mao,Noroeste,19.5576,-71.0777,23776.52,12.88,Muebles,90000,7/8/2023,1/8/2025,26838.94,0,Pagado,11,"1 año, 11 meses, 22 días",No,Normal (OK)
305,147,Sofía,Hernández,Empresa W,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,46078.66,7.03,Oro,100000,8/26/2020,3/26/2022,32337.13,13741.53,Atrasado,46,"4 años, 10 meses, 18 días",Sí,En Legal
306,86,Lucía,Ramírez,Empresa L,Azua,Sur,18.4544,-70.7292,39667.86,9.73,Libros,2000,10/3/2023,1/3/2025,9500.19,30167.67,Pendiente,8,"1 año, 8 meses, 25 días",No,Normal (OK)
307,75,Isabel,Torres,Empresa M,Puerto Plata,Cibao Norte,19.793,-70.6884,42931.81,11.94,Ropa,5000,3/14/2023,3/14/2024,29375.49,13556.32,Atrasado,15,"1 año, 3 meses, 18 días",Sí,En Acuerdo de Pago
308,127,Fernando,Sánchez,Empresa N,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,28423.64,12.29,Instrumentos Musicales,80000,5/8/2023,7/8/2025,31916.91,0,Pagado,13,"1 año, 1 mes, 23 días",No,Normal (OK)
309,31,Fernando,Ramírez,Empresa V,San Pedro de Macorís,Este,18.4534,-69.3067,6993.34,10.18,Automóvil,150000,5/4/2020,10/4/2022,6414.68,578.66,Atrasado,49,"4 años, 1 mes, 12 días",Sí,En Legal
310,80,Pedro,Ramírez,Empresa M,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,7302.71,6.38,Arte,200000,10/1/2022,11/1/2023,3889.25,3413.46,Atrasado,20,"2 años, 8 meses, 2 días",Sí,En Legal
311,61,Ricardo,González,Empresa T,Hato Mayor del Rey,Este,18.7647,-69.2574,3328.08,6.95,Inventario,120000,2/24/2022,11/24/2022,1852.15,1475.93,Atrasado,28,"2 años, 4 meses, 11 días",Sí,En Legal
312,75,Isabel,Torres,Empresa M,Puerto Plata,Cibao Norte,19.793,-70.6884,22625.99,12.74,Muebles,90000,8/1/2022,7/1/2024,25508.54,0,Pagado,22,"2 años, 10 meses, 3 días",No,Normal (OK)
313,67,Juan,Cruz,Empresa D,Bonao,Cibao Norte,18.9427,-70.4094,36206.23,13.01,Instrumentos Musicales,80000,2/15/2021,2/15/2022,35164.19,1042.04,Atrasado,40,"3 años, 4 meses, 25 días",Sí,En Legal
314,145,María,Santos,Empresa A,Baní,Sur,18.2866,-70.3313,32950.45,11.81,Plantas,1000,11/29/2020,2/28/2022,36841.9,0,Pagado,43,"4 años, 7 meses, 13 días",No,Normal (OK)
315,131,Roberto,González,Empresa O,Sabana de la Mar,Este,19.061,-69.3707,13464.21,9.83,Libros,2000,10/3/2022,8/3/2024,4342.48,9121.73,Pendiente,20,"2 años, 8 meses, 0 día",No,Normal (OK)
316,73,Roberto,Rojas,Empresa Z,Dajabón,Noroeste,19.5477,-71.7069,36528.18,13.49,Electrodomésticos,50000,11/9/2022,4/9/2025,41455.83,0,Pagado,19,"2 años, 7 meses, 23 días",No,Normal (OK)
317,193,Fernando,Mendoza,Empresa Z,Santo Domingo,Metropolitana,18.4861,-69.9312,47846.14,10.94,Equipo Informático,150000,8/25/2022,10/25/2024,53080.51,0,Pagado,22,"2 años, 10 meses, 9 días",No,Normal (OK)
318,145,María,Santos,Empresa A,Baní,Sur,18.2866,-70.3313,34222.84,14.05,Colecciones,100000,7/1/2022,9/1/2024,21328.02,12894.82,Pendiente,23,"2 años, 11 meses, 4 días",No,Normal (OK)
319,25,Lucía,Torres,Empresa W,Samaná,Noreste,19.2126,-69.332,42143.67,12.05,Vehículo,200000,5/12/2022,6/12/2023,47221.98,0,Pagado,25,"2 años, 1 mes, 24 días",No,Normal (OK)
320,199,Roberto,Hernández,Empresa K,Baní,Sur,18.2866,-70.3313,15361.14,9.75,Automóvil,150000,3/12/2021,3/12/2022,16858.85,0,Pagado,39,"3 años, 3 meses, 0 día",No,Normal (OK)
321,80,Pedro,Ramírez,Empresa M,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,27015.3,10.15,Inventario,120000,12/3/2023,1/3/2025,2661.24,24354.06,Pendiente,6,"1 año, 6 meses, 24 días",No,Normal (OK)
322,106,Roberto,Díaz,Empresa D,Mao,Noroeste,19.5576,-71.0777,42790.15,11.26,Electrónica,75000,9/13/2020,6/13/2021,47608.32,0,Pagado,45,"4 años, 9 meses, 0 día",No,Normal (OK)
323,123,Alejandra,Pérez,Empresa G,Pedernales,Suroeste,18.0374,-71.7414,47477.73,14.28,Mascotas,3000,6/16/2020,4/16/2021,54257.55,0,Pagado,48,"4 años, 29 días",No,Normal (OK)
324,78,María,Peralta,Empresa Z,Jimaní,Suroeste,18.4911,-71.8501,39481.68,10.87,Equipo Informático,150000,11/7/2022,6/7/2024,43773.34,0,Pagado,19,"2 años, 7 meses, 25 días",No,Normal (OK)
325,13,Gabriela,Rodríguez,Empresa M,Santa Cruz de Barahona,Sur,18.2085,-71.1001,45857.43,11.01,Muebles,90000,7/11/2022,5/11/2023,42541.41,3316.02,Atrasado,23,"2 años, 11 meses, 24 días",Sí,En Legal
326,15,Alejandra,Sánchez,Empresa B,Concepción de La Vega,Cibao Norte,19.1199,-70.6483,27523.46,7.95,Oro,100000,10/31/2022,8/31/2023,29711.58,0,Pagado,20,"2 años, 8 meses, 2 días",No,Normal (OK)
327,181,Ricardo,Ortega,Empresa V,Nagua,Noreste,19.3764,-69.8474,47503.23,6.31,Electrónica,75000,6/13/2022,7/13/2024,50500.68,0,Pagado,24,"2 años, 22 días",No,Normal (OK)
328,59,Ricardo,Mendoza,Empresa S,Barahona,Sur,18.2085,-71.1001,3120.34,14.03,Equipo Informático,150000,7/31/2022,12/31/2024,3558.12,0,Pagado,23,"2 años, 11 meses, 4 días",No,Normal (OK)
329,32,Javier,González,Empresa S,La Vega,Cibao Norte,19.2239,-70.5293,41625.23,11.75,Herramientas,60000,5/2/2022,5/2/2024,46516.19,0,Pagado,25,"2 años, 1 mes, 4 días",No,Normal (OK)
330,6,Luis,Torres,Empresa R,Azua,Sur,18.4544,-70.7292,11182.36,10.49,Arte,200000,10/2/2021,10/2/2022,10019.06,1163.3,Atrasado,32,"3 años, 8 meses, 6 días",Sí,En Legal
331,135,Carlos,Sánchez,Empresa J,La Vega,Cibao Norte,19.2239,-70.5293,12623.98,12.97,Plantas,1000,12/6/2022,11/6/2024,9233.89,3390.09,Pendiente,18,"2 años, 6 meses, 26 días",No,Normal (OK)
332,114,Roberto,Gómez,Empresa G,Monte Plata,Este,18.8076,-69.7844,43212.26,12.1,Inventario,120000,4/6/2023,3/6/2025,48440.94,0,Pagado,14,"1 año, 2 meses, 25 días",No,Normal (OK)
333,61,Ricardo,González,Empresa T,Hato Mayor del Rey,Este,18.7647,-69.2574,11331.86,7.62,Colecciones,100000,4/30/2020,2/28/2022,3698.18,7633.68,Atrasado,50,"4 años, 2 meses, 16 días",Sí,En Legal
334,108,Luis,Flores,Empresa H,Baní,Sur,18.2866,-70.3313,15397.33,13.21,Colecciones,100000,9/15/2020,10/15/2022,3420.84,11976.49,Atrasado,45,"4 años, 9 meses, 28 días",Sí,En Legal
335,86,Lucía,Ramírez,Empresa L,Azua,Sur,18.4544,-70.7292,49356.24,5.31,Joyas,80000,10/28/2023,9/28/2024,14305.29,35050.95,Pendiente,8,"1 año, 8 meses, 0 día",No,Normal (OK)
336,200,Carlos,Rodríguez,Empresa T,Moca,Cibao Norte,19.4054,-70.526,41466.39,7.44,Bienes Raíces,30000,10/22/2022,11/22/2024,41121.88,344.51,Pendiente,20,"2 años, 8 meses, 11 días",No,Normal (OK)
337,83,Sofía,González,Empresa E,Sabana de la Mar,Este,19.061,-69.3707,14313.08,11.82,Equipo Informático,150000,5/12/2021,10/12/2022,2745.97,11567.11,Atrasado,37,"3 años, 1 mes, 29 días",Sí,En Legal
338,123,Alejandra,Pérez,Empresa G,Pedernales,Suroeste,18.0374,-71.7414,38496.04,8.81,Equipo Informático,150000,1/17/2022,2/17/2024,41887.54,0,Pagado,29,"2 años, 5 meses, 19 días",No,Normal (OK)
339,10,Alejandra,Ramírez,Empresa Z,Concepción de La Vega,Cibao Norte,19.1199,-70.6483,44531.97,11.23,Colecciones,100000,2/10/2021,10/10/2021,18491.95,26040.02,Atrasado,40,"3 años, 4 meses, 0 día",Sí,En Legal
340,180,Fernando,González,Empresa H,Salvaleón de Higüey,Este,18.615,-68.7076,6283.02,14.23,Automóvil,150000,12/17/2020,7/17/2021,7177.09,0,Pagado,42,"4 años, 6 meses, 25 días",No,Normal (OK)
341,158,Javier,Díaz,Empresa A,Santa Cruz de Barahona,Sur,18.2085,-71.1001,2645.11,13.18,Colecciones,100000,5/22/2021,6/22/2022,2993.74,0,Pagado,37,"3 años, 1 mes, 19 días",No,Normal (OK)
342,140,María,Cruz,Empresa D,Sabana de la Mar,Este,19.061,-69.3707,27005.67,9.85,Bienes Raíces,30000,5/28/2023,9/28/2025,29665.73,0,Pagado,13,"1 año, 1 mes, 3 días",No,Normal (OK)
343,120,Diego,Peralta,Empresa Y,Santo Domingo,Metropolitana,18.4861,-69.9312,1494.84,5.58,Herramientas,60000,4/24/2023,4/24/2025,335.78,1159.06,Pendiente,14,"1 año, 2 meses, 7 días",No,Normal (OK)
344,172,Andrés,Ramírez,Empresa M,Azua,Sur,18.4544,-70.7292,7028.31,13.56,Vehículo,200000,3/25/2022,8/25/2024,815.41,6212.9,Pendiente,27,"2 años, 3 meses, 12 días",No,Normal (OK)
345,157,Laura,González,Empresa D,Dajabón,Noroeste,19.5477,-71.7069,24857.65,13.71,Propiedad,250000,4/15/2022,10/15/2023,28265.63,0,Pagado,26,"2 años, 2 meses, 21 días",No,Normal (OK)
346,4,Pedro,Hernández,Empresa Q,San Francisco de Macorís,Cibao Norte,19.3012,-70.2537,10342.73,14.31,Ropa,5000,5/13/2023,3/13/2024,11822.77,0,Pagado,13,"1 año, 1 mes, 18 días",No,Normal (OK)
347,163,Pedro,Mendoza,Empresa H,El Seibo,Este,18.7649,-69.0386,40403.86,9.48,Oro,100000,5/24/2022,6/24/2023,20468.37,19935.49,Atrasado,25,"2 años, 1 mes, 12 días",Sí,En Legal
348,57,Marta,Díaz,Empresa G,Higuey,Este,18.615,-68.7076,18962.17,6.75,Maquinaria,180000,5/3/2021,11/3/2023,15999.89,2962.28,Atrasado,37,"3 años, 1 mes, 8 días",Sí,En Legal
349,74,Roberto,Díaz,Empresa N,Jarabacoa,Cibao Norte,19.1199,-70.6483,46888.2,13.31,Bienes Raíces,30000,5/18/2020,3/18/2022,5784.04,41104.16,Atrasado,49,"4 años, 1 mes, 28 días",Sí,En Legal
350,172,Andrés,Ramírez,Empresa M,Azua,Sur,18.4544,-70.7292,45218.45,13.39,Muebles,90000,9/17/2023,5/17/2024,51273.2,0,Pagado,9,"1 año, 9 meses, 11 días",No,Normal (OK)
351,16,Laura,Cruz,Empresa O,Santa Cruz de Barahona,Sur,18.2085,-71.1001,2670.37,13.61,Equipo Informático,150000,8/15/2023,4/15/2025,505.33,2165.04,Pendiente,10,"1 año, 10 meses, 14 días",No,Normal (OK)
352,54,Juan,Gómez,Empresa M,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,33240.61,14.44,Muebles,90000,8/10/2022,8/10/2024,38040.55,0,Pagado,22,"2 años, 10 meses, 24 días",No,Normal (OK)
353,109,Roberto,Díaz,Empresa Z,Concepción de La Vega,Cibao Norte,19.1199,-70.6483,41832.66,9.89,Vehículo,200000,6/24/2023,12/24/2025,13365.57,28467.09,Pendiente,12,"1 año, 6 días",No,Normal (OK)
354,173,Juan,Torres,Empresa X,Cotuí,Cibao Norte,19.0595,-70.1515,31466.04,10.79,Propiedad,250000,12/1/2021,8/1/2022,34861.23,0,Pagado,30,"3 años, 6 meses, 6 días",No,Normal (OK)
355,22,Juan,Gómez,Empresa P,Mao,Noroeste,19.5576,-71.0777,6196.85,10.59,Instrumentos Musicales,80000,7/16/2021,5/16/2022,6853.1,0,Pagado,35,"3 años, 11 meses, 24 días",No,Normal (OK)
356,116,Marta,Martínez,Empresa K,Santa Cruz de Barahona,Sur,18.2085,-71.1001,32545.11,9.5,Mascotas,3000,10/5/2021,1/5/2024,35636.9,0,Pagado,32,"3 años, 8 meses, 3 días",No,Normal (OK)
357,95,Ricardo,Hernández,Empresa P,Barahona,Sur,18.2085,-71.1001,33752.75,10.93,Ropa,5000,12/15/2022,2/15/2024,37441.93,0,Pagado,18,"2 años, 6 meses, 17 días",No,Normal (OK)
358,14,Pedro,Cruz,Empresa A,Jimaní,Suroeste,18.4911,-71.8501,16999.65,5.49,Inventario,120000,9/4/2022,5/4/2023,17932.93,0,Pagado,21,"2 años, 9 meses, 29 días",No,Normal (OK)
359,174,Sofía,Ortega,Empresa L,Dajabón,Noroeste,19.5477,-71.7069,12125.19,13.5,Electrodomésticos,50000,4/17/2020,8/17/2021,13762.09,0,Pagado,50,"4 años, 2 meses, 29 días",No,Normal (OK)
360,183,Marta,Ramírez,Empresa Y,Monte Plata,Este,18.8076,-69.7844,11428.27,5.14,Oro,100000,10/29/2023,5/29/2024,3963.93,7464.34,Atrasado,8,"1 año, 8 meses, 29 días",Sí,En Acuerdo de Pago
361,96,Sofía,Sánchez,Empresa Z,Moca,Cibao Norte,19.4054,-70.526,21803.86,8.69,Muebles,90000,5/4/2022,11/4/2024,6860.86,14943,Pendiente,25,"2 años, 1 mes, 2 días",No,Normal (OK)
362,22,Juan,Gómez,Empresa P,Mao,Noroeste,19.5576,-71.0777,18698.32,5.99,Herramientas,60000,8/7/2023,12/7/2024,19818.35,0,Pagado,10,"1 año, 10 meses, 22 días",No,Normal (OK)
363,175,Valentina,Cruz,Empresa D,Higuey,Este,18.615,-68.7076,17851.43,10.17,Mascotas,3000,3/15/2021,12/15/2021,19666.92,0,Pagado,39,"3 años, 3 meses, 27 días",No,Normal (OK)
364,59,Ricardo,Mendoza,Empresa S,Barahona,Sur,18.2085,-71.1001,25979.24,14.55,Libros,2000,11/25/2022,2/25/2025,29759.22,0,Pagado,19,"2 años, 7 meses, 7 días",No,Normal (OK)
365,97,Gabriela,Torres,Empresa T,Santa Cruz de Barahona,Sur,18.2085,-71.1001,33389.09,12.12,Muebles,90000,10/15/2021,12/15/2023,16081.73,17307.36,Atrasado,32,"3 años, 8 meses, 23 días",Sí,En Legal
366,81,María,Ramírez,Empresa K,Puerto Plata,Cibao Norte,19.793,-70.6884,24307.6,11.04,Colecciones,100000,12/18/2022,4/18/2025,26991.16,0,Pagado,18,"2 años, 6 meses, 14 días",No,Normal (OK)
367,40,Lucía,Peralta,Empresa F,Neiba,Suroeste,18.4884,-71.4197,49007.72,6.74,Electrónica,75000,4/1/2023,12/1/2023,52310.84,0,Pagado,14,"1 año, 2 meses, 0 día",No,Normal (OK)
368,19,Isabel,Mendoza,Empresa G,Concepción de La Vega,Cibao Norte,19.1199,-70.6483,2295.18,9.38,Automóvil,150000,5/19/2022,9/19/2024,1453.98,841.2,Pendiente,25,"2 años, 1 mes, 17 días",No,Normal (OK)
369,137,Andrés,Flores,Empresa C,Bonao,Cibao Norte,18.9427,-70.4094,13637.77,9.6,Mascotas,3000,12/1/2021,4/1/2023,2460.54,11177.23,Atrasado,30,"3 años, 6 meses, 6 días",Sí,En Legal
370,25,Lucía,Torres,Empresa W,Samaná,Noreste,19.2126,-69.332,41196.86,5.44,Electrónica,75000,3/27/2021,3/27/2023,43437.97,0,Pagado,39,"3 años, 3 meses, 15 días",No,Normal (OK)
371,170,Juan,Luna,Empresa Q,Mao,Noroeste,19.5576,-71.0777,4175.07,13.4,Plantas,1000,8/13/2021,7/13/2023,4734.53,0,Pagado,34,"3 años, 10 meses, 26 días",No,Normal (OK)
372,50,Ricardo,Ortega,Empresa P,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,14539.22,5.69,Herramientas,60000,2/10/2020,10/10/2020,15366.5,0,Pagado,52,"4 años, 4 meses, 6 días",No,Normal (OK)
373,128,Luis,Rodríguez,Empresa K,Bonao,Cibao Norte,18.9427,-70.4094,40459.39,9.45,Maquinaria,180000,1/8/2020,7/8/2022,19180.74,21278.65,Atrasado,53,"4 años, 5 meses, 9 días",Sí,En Legal
374,111,Lucía,Mendoza,Empresa G,Pedernales,Suroeste,18.0374,-71.7414,33181.71,13.54,Mascotas,3000,11/11/2020,1/11/2022,37674.51,0,Pagado,43,"4 años, 7 meses, 1 día",No,Normal (OK)
375,161,Javier,Díaz,Empresa A,Samaná,Noreste,19.2126,-69.332,17240.67,7.87,Libros,2000,1/25/2021,5/25/2022,18597.51,0,Pagado,41,"3 años, 5 meses, 16 días",No,Normal (OK)
376,29,Isabel,Peralta,Empresa U,Sabana de la Mar,Este,19.061,-69.3707,42941.89,13.1,Oro,100000,10/24/2022,3/24/2024,27559.85,15382.04,Atrasado,20,"2 años, 8 meses, 9 días",Sí,En Acuerdo de Pago
377,54,Juan,Gómez,Empresa M,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,38569.83,5.76,Instrumentos Musicales,80000,11/22/2022,3/22/2024,10012.82,28557.01,Atrasado,19,"2 años, 7 meses, 10 días",Sí,En Acuerdo de Pago
378,135,Carlos,Sánchez,Empresa J,La Vega,Cibao Norte,19.2239,-70.5293,17706.48,9.14,Herramientas,60000,5/27/2021,1/27/2023,19324.85,0,Pagado,37,"3 años, 1 mes, 14 días",No,Normal (OK)
379,148,Fernando,Cruz,Empresa O,Moca,Cibao Norte,19.4054,-70.526,34963.27,10.17,Plantas,1000,11/3/2020,7/3/2022,26265.45,8697.82,Atrasado,43,"4 años, 7 meses, 9 días",Sí,En Legal
380,89,Diego,Pérez,Empresa O,Sabana de la Mar,Este,19.061,-69.3707,36857.92,7.18,Herramientas,60000,4/8/2022,7/8/2024,39504.32,0,Pagado,26,"2 años, 2 meses, 28 días",No,Normal (OK)
381,125,Diego,Peralta,Empresa B,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,5718.74,10.92,Electrodomésticos,50000,5/14/2022,9/14/2024,6343.23,0,Pagado,25,"2 años, 1 mes, 22 días",No,Normal (OK)
382,187,Andrés,Sánchez,Empresa K,Pedernales,Suroeste,18.0374,-71.7414,30630.65,8.15,Ropa,5000,3/1/2023,5/1/2025,18754.77,11875.88,Pendiente,15,"1 año, 3 meses, 1 día",No,Normal (OK)
383,102,María,Sánchez,Empresa E,Baní,Sur,18.2866,-70.3313,22355.46,7.79,Muebles,90000,10/26/2023,4/26/2026,24096.95,0,Pagado,8,"1 año, 8 meses, 2 días",No,Normal (OK)
384,48,Valentina,Mendoza,Empresa I,Pedernales,Suroeste,18.0374,-71.7414,31041.85,7.99,Plantas,1000,6/17/2023,12/17/2023,33522.09,0,Pagado,12,"1 año, 13 días",No,Normal (OK)
385,160,Gabriela,Ramírez,Empresa D,Salcedo,Cibao Norte,19.3827,-70.4165,31890.07,7.44,Instrumentos Musicales,80000,3/5/2022,12/5/2022,11713.55,20176.52,Atrasado,27,"2 años, 3 meses, 2 días",Sí,En Legal
386,26,Marta,Ortega,Empresa O,Concepción de La Vega,Cibao Norte,19.1199,-70.6483,27005.46,14.32,Bienes Raíces,30000,11/7/2023,2/7/2025,16947.68,10057.78,Pendiente,7,"1 año, 7 meses, 20 días",No,Normal (OK)
387,156,Sofía,Peralta,Empresa U,Monte Cristi,Noroeste,19.8676,-71.6505,14305.48,6.05,Maquinaria,180000,6/13/2020,11/13/2022,13695.35,610.13,Atrasado,48,"4 años, 2 días",Sí,En Legal
388,37,Fernando,Luna,Empresa E,Jimaní,Suroeste,18.4911,-71.8501,41195.45,10.34,Herramientas,60000,1/23/2023,1/23/2024,45455.06,0,Pagado,17,"1 año, 5 meses, 8 días",No,Normal (OK)
389,131,Roberto,González,Empresa O,Sabana de la Mar,Este,19.061,-69.3707,18549.11,7.05,Instrumentos Musicales,80000,9/28/2023,2/28/2025,19856.82,0,Pagado,9,"1 año, 9 meses, 0 día",No,Normal (OK)
390,31,Fernando,Ramírez,Empresa V,San Pedro de Macorís,Este,18.4534,-69.3067,18174.89,13.7,Electrónica,75000,11/19/2023,10/19/2025,20664.85,0,Pagado,7,"1 año, 7 meses, 8 días",No,Normal (OK)
391,41,Pedro,Ramírez,Empresa B,Neiba,Suroeste,18.4884,-71.4197,15157.05,7.05,Arte,200000,1/24/2023,9/24/2023,16225.62,0,Pagado,17,"1 año, 5 meses, 7 días",No,Normal (OK)
392,60,Valentina,Peralta,Empresa K,Hato Mayor del Rey,Este,18.7647,-69.2574,44159.29,5.22,Mascotas,3000,4/16/2021,10/16/2021,43183.19,976.1,Atrasado,38,"3 años, 2 meses, 25 días",Sí,En Legal
393,50,Ricardo,Ortega,Empresa P,Santiago de los Caballeros,Cibao Norte,19.4518,-70.697,18075.45,7.59,Automóvil,150000,6/27/2022,9/27/2024,8465.25,9610.2,Pendiente,24,"2 años, 8 días",No,Normal (OK)
394,69,Roberto,Rojas,Empresa U,Salvaleón de Higüey,Este,18.615,-68.7076,25858.54,13.54,Automóvil,150000,10/3/2023,4/3/2026,15826.85,10031.69,Pendiente,8,"1 año, 8 meses, 25 días",No,Normal (OK)
395,21,Carlos,Martínez,Empresa R,Santa Cruz de Barahona,Sur,18.2085,-71.1001,46065.32,12.34,Plantas,1000,12/10/2022,6/10/2023,22926.48,23138.84,Atrasado,18,"2 años, 6 meses, 22 días",Sí,En Legal
396,57,Marta,Díaz,Empresa G,Higuey,Este,18.615,-68.7076,36642.88,9.06,Maquinaria,180000,2/6/2021,12/6/2022,15949.59,20693.29,Atrasado,40,"3 años, 4 meses, 4 días",Sí,En Legal
397,34,Luis,Pérez,Empresa R,La Romana,Este,18.4274,-68.9729,6325.93,6.27,Maquinaria,180000,6/2/2021,8/2/2022,6722.57,0,Pagado,36,"3 años, 8 días",No,Normal (OK)
398,124,Roberto,Flores,Empresa J,Mao,Noroeste,19.5576,-71.0777,22510.6,8.81,Arte,200000,12/22/2022,1/22/2024,11102.26,11408.34,Atrasado,18,"2 años, 6 meses, 10 días",Sí,En Legal
399,182,Luis,Cruz,Empresa O,Baní,Sur,18.2866,-70.3313,19345.38,12.1,Inventario,120000,1/14/2020,12/14/2021,11764.81,7580.57,Atrasado,53,"4 años, 5 meses, 3 días",Sí,En Legal
400,140,María,Cruz,Empresa D,Sabana de la Mar,Este,19.061,-69.3707,20935.29,5.77,Propiedad,250000,6/4/2023,12/4/2024,22143.26,0,Pagado,12,"1 año, 26 días",No,Normal (OK)
401,32,Javier,González,Empresa S,La Vega,Cibao Norte,19.2239,-70.5293,24693.04,14.8,Instrumentos Musicales,80000,5/27/2022,3/27/2023,28347.61,0,Pagado,25,"2 años, 1 mes, 9 días",No,Normal (OK)
402,172,Andrés,Ramírez,Empresa M,Azua,Sur,18.4544,-70.7292,37964.04,5.56,Bienes Raíces,30000,11/11/2022,8/11/2023,8710.83,29253.21,Atrasado,19,"2 años, 7 meses, 21 días",Sí,En Legal
403,101,Ricardo,Díaz,Empresa T,Concepción de La Vega,Cibao Norte,19.1199,-70.6483,34208.28,7.09,Bienes Raíces,30000,12/30/2023,11/30/2025,27048.01,7160.27,Pendiente,6,"1 año, 6 meses, 27 días",No,Normal (OK)
404,109,Roberto,Díaz,Empresa Z,Concepción de La Vega,Cibao Norte,19.1199,-70.6483,1078.86,11.97,Maquinaria,180000,4/11/2022,12/11/2023,663.88,414.98,Atrasado,26,"2 años, 2 meses, 25 días",Sí,En Legal
405,104,Roberto,Torres,Empresa I,Salvaleón de Higüey,Este,18.615,-68.7076,13268.82,13.28,Instrumentos Musicales,80000,7/28/2021,9/28/2023,2425.5,10843.32,Atrasado,35,"3 años, 11 meses, 12 días",Sí,En Legal
406,191,Ana,Díaz,Empresa T,Dajabón,Noroeste,19.5477,-71.7069,40366.55,9.14,Maquinaria,180000,11/25/2021,8/25/2022,44056.05,0,Pagado,31,"3 años, 7 meses, 12 días",No,Normal (OK)
407,121,Marta,Díaz,Empresa N,Azua,Sur,18.4544,-70.7292,19863.86,7.83,Instrumentos Musicales,80000,12/24/2021,4/24/2023,21419.2,0,Pagado,30,"3 años, 6 meses, 13 días",No,Normal (OK)
408,123,Alejandra,Pérez,Empresa G,Pedernales,Suroeste,18.0374,-71.7414,42599.32,7.51,Joyas,80000,7/25/2021,12/25/2022,45798.53,0,Pagado,35,"3 años, 11 meses, 15 días",No,Normal (OK)
409,62,Sofía,López,Empresa K,Puerto Plata,Cibao Norte,19.793,-70.6884,2819.56,9.93,Maquinaria,180000,10/31/2020,3/31/2022,842.97,1976.59,Atrasado,44,"4 años, 8 meses, 12 días",Sí,En Legal
410,160,Gabriela,Ramírez,Empresa D,Salcedo,Cibao Norte,19.3827,-70.4165,41922.7,9.78,Electrónica,75000,11/1/2021,3/1/2024,46022.74,0,Pagado,31,"3 años, 7 meses, 6 días",No,Normal (OK)
411,98,Ana,Torres,Empresa C,Monte Cristi,Noroeste,19.8676,-71.6505,40431.29,5.36,Libros,2000,8/8/2023,10/8/2025,42598.41,0,Pagado,10,"1 año, 10 meses, 21 días",No,Normal (OK)
412,104,Roberto,Torres,Empresa I,Salvaleón de Higüey,Este,18.615,-68.7076,25924.68,8.54,Equipo Informático,150000,2/12/2023,4/12/2024,8275.77,17648.91,Atrasado,16,"1 año, 4 meses, 18 días",Sí,En Acuerdo de Pago
413,98,Ana,Torres,Empresa C,Monte Cristi,Noroeste,19.8676,-71.6505,48971.47,14.41,Muebles,90000,4/10/2022,12/10/2022,56028.26,0,Pagado,26,"2 años, 2 meses, 26 días",No,Normal (OK)
414,179,Luis,Pérez,Empresa I,Hato Mayor del Rey,Este,18.7647,-69.2574,44062.28,7.01,Oro,100000,2/24/2023,1/24/2024,47151.05,0,Pagado,16,"1 año, 4 meses, 6 días",No,Normal (OK)
